log,error_type,loc,cc,nested_depth,params,object_params,fan_in,fan_out,project
test_19.log,Lexical,1,1,0,0,0,1,0,Catch2
test_93.log,Symbol/Lookup,6,1,0,0,0,0,1,Catch2
test_93.log,Lexical,6,1,0,0,0,0,1,Catch2
test_93.log,Syntactic,6,1,0,0,0,0,1,Catch2
test_138.log,Access Control,4,3,0,2,2,0,0,Catch2
test_138.log,Deleted/Special Member,4,3,0,2,2,0,0,Catch2
test_1035.log,Symbol/Lookup,7,2,0,0,0,0,3,Catch2
test_1035.log,Construction/Initialization,7,2,0,0,0,0,3,Catch2
test_873.log,Construction/Initialization,1,1,0,1,1,0,0,Catch2
test_821.log,Functions/Call Resolution,32,3,2,3,3,1,6,Catch2
test_206.log,PASS,3,1,0,2,0,0,0,Catch2
test_415.log,PASS,3,1,0,0,0,0,1,Catch2
test_407.log,PASS,9,4,2,1,1,0,1,Catch2
test_3.log,PASS,3,1,0,0,0,14,0,Catch2
test_142.log,Operator/Call,4,3,0,2,2,0,0,Catch2
test_142.log,Deleted/Special Member,4,3,0,2,2,0,0,Catch2
test_271.log,PASS,8,2,1,1,0,0,1,Catch2
test_863.log,Symbol/Lookup,9,2,0,0,0,0,2,Catch2
test_863.log,Override/Inheritance,9,2,0,0,0,0,2,Catch2
test_863.log,This/Non-Static Member/Using Misuse,9,2,0,0,0,0,2,Catch2
test_863.log,Incomplete Type,9,2,0,0,0,0,2,Catch2
test_863.log,Construction/Initialization,9,2,0,0,0,0,2,Catch2
test_356.log,Type Conversion/Reference Binding,3,2,0,0,0,1,0,Catch2
test_356.log,Construction/Initialization,3,2,0,0,0,1,0,Catch2
test_356.log,Operator/Call,3,2,0,0,0,1,0,Catch2
test_356.log,Syntactic,3,2,0,0,0,1,0,Catch2
test_865.log,Lexical,7,1,0,1,1,0,6,Catch2
test_1105.log,Lexical,4,1,0,1,1,0,0,Catch2
test_294.log,Deleted/Special Member,3,1,0,0,0,12,1,Catch2
test_1032.log,Access Control,3,2,0,0,0,2,0,Catch2
test_1032.log,Construction/Initialization,3,2,0,0,0,2,0,Catch2
test_1032.log,Symbol/Lookup,3,2,0,0,0,2,0,Catch2
test_455.log,Symbol/Lookup,3,1,0,1,1,0,0,Catch2
test_455.log,Syntactic,3,1,0,1,1,0,0,Catch2
test_186.log,Symbol/Lookup,4,2,1,1,1,0,0,Catch2
test_186.log,Override/Inheritance,4,2,1,1,1,0,0,Catch2
test_186.log,Syntactic,4,2,1,1,1,0,0,Catch2
test_409.log,Symbol/Lookup,4,1,0,0,0,0,0,Catch2
test_390.log,Abstract-Type Instantiation,6,2,0,0,0,0,1,Catch2
test_155.log,Symbol/Lookup,7,1,2,4,4,0,0,Catch2
test_155.log,Override/Inheritance,7,1,2,4,4,0,0,Catch2
test_155.log,Qualifier/Specifier Missuse,7,1,2,4,4,0,0,Catch2
test_155.log,Syntactic,7,1,2,4,4,0,0,Catch2
test_911.log,Symbol/Lookup,19,4,1,0,0,0,0,Catch2
test_911.log,Override/Inheritance,19,4,1,0,0,0,0,Catch2
test_911.log,Type Conversion/Reference Binding,19,4,1,0,0,0,0,Catch2
test_1066.log,PASS,6,1,0,1,1,1,0,Catch2
test_134.log,Abstract-Type Instantiation,5,2,0,2,2,0,0,Catch2
test_134.log,Syntactic,5,2,0,2,2,0,0,Catch2
test_755.log,Type Conversion/Reference Binding,3,1,0,0,0,1,0,Catch2
test_479.log,Symbol/Lookup,13,4,2,2,2,8,7,Catch2
test_479.log,Override/Inheritance,13,4,2,2,2,8,7,Catch2
test_479.log,Syntactic,13,4,2,2,2,8,7,Catch2
test_683.log,PASS,3,1,0,2,2,19,2,Catch2
test_550.log,Symbol/Lookup,7,1,0,2,0,0,5,Catch2
test_576.log,Incomplete Type,4,1,0,1,1,1,0,Catch2
test_576.log,Override/Inheritance,4,1,0,1,1,1,0,Catch2
test_576.log,Type Conversion/Reference Binding,4,1,0,1,1,1,0,Catch2
test_879.log,PASS,4,1,0,0,0,4,0,Catch2
test_767.log,Symbol/Lookup,21,6,1,1,1,0,6,Catch2
test_767.log,This/Non-Static Member/Using Misuse,21,6,1,1,1,0,6,Catch2
test_767.log,Incomplete Type,21,6,1,1,1,0,6,Catch2
test_767.log,Deleted/Special Member,21,6,1,1,1,0,6,Catch2
test_767.log,Access Control,21,6,1,1,1,0,6,Catch2
test_118.log,Symbol/Lookup,6,2,0,1,1,0,0,Catch2
test_118.log,Syntactic,6,2,0,1,1,0,0,Catch2
test_118.log,Templates/Generics,6,2,0,1,1,0,0,Catch2
test_118.log,Lexical,6,2,0,1,1,0,0,Catch2
test_118.log,Constexpr/Enum/Assert/Literal,6,2,0,1,1,0,0,Catch2
test_361.log,Override/Inheritance,8,3,0,1,1,0,0,Catch2
test_361.log,Abstract-Type Instantiation,8,3,0,1,1,0,0,Catch2
test_124.log,Symbol/Lookup,6,1,0,1,1,0,0,Catch2
test_124.log,Templates/Generics,6,1,0,1,1,0,0,Catch2
test_124.log,Qualifier/Specifier Missuse,6,1,0,1,1,0,0,Catch2
test_124.log,Syntactic,6,1,0,1,1,0,0,Catch2
test_870.log,Access Control,15,4,0,1,1,0,7,Catch2
test_870.log,Construction/Initialization,15,4,0,1,1,0,7,Catch2
test_870.log,This/Non-Static Member/Using Misuse,15,4,0,1,1,0,7,Catch2
test_500.log,Symbol/Lookup,9,3,1,1,1,1,0,Catch2
test_500.log,Override/Inheritance,9,3,1,1,1,1,0,Catch2
test_268.log,Syntactic,3,1,0,1,1,0,0,Catch2
test_82.log,Symbol/Lookup,5,1,0,1,0,0,2,Catch2
test_115.log,Symbol/Lookup,1,1,0,0,0,1,0,Catch2
test_827.log,Symbol/Lookup,10,3,1,1,1,1,1,Catch2
test_827.log,Syntactic,10,3,1,1,1,1,1,Catch2
test_827.log,Incomplete Type,10,3,1,1,1,1,1,Catch2
test_827.log,Templates/Generics,10,3,1,1,1,1,1,Catch2
test_827.log,Construction/Initialization,10,3,1,1,1,1,1,Catch2
test_830.log,Symbol/Lookup,15,6,1,3,2,2,7,Catch2
test_830.log,Override/Inheritance,15,6,1,3,2,2,7,Catch2
test_830.log,Construction/Initialization,15,6,1,3,2,2,7,Catch2
test_830.log,Deleted/Special Member,15,6,1,3,2,2,7,Catch2
test_830.log,Access Control,15,6,1,3,2,2,7,Catch2
test_523.log,Symbol/Lookup,3,1,0,0,0,0,2,Catch2
test_523.log,Override/Inheritance,3,1,0,0,0,0,2,Catch2
test_523.log,Abstract-Type Instantiation,3,1,0,0,0,0,2,Catch2
test_523.log,Syntactic,3,1,0,0,0,0,2,Catch2
test_400.log,Symbol/Lookup,5,1,0,2,2,1,1,Catch2
test_957.log,PASS,3,1,0,0,0,0,0,Catch2
test_993.log,Lexical,4,1,0,2,2,0,1,Catch2
test_152.log,Lexical,4,3,1,5,5,0,0,Catch2
test_665.log,Symbol/Lookup,19,7,1,0,0,1,3,Catch2
test_518.log,Symbol/Lookup,13,2,1,3,3,1,3,Catch2
test_518.log,Type Conversion/Reference Binding,13,2,1,3,3,1,3,Catch2
test_518.log,Incomplete Type,13,2,1,3,3,1,3,Catch2
test_599.log,Symbol/Lookup,11,2,0,3,3,1,1,Catch2
test_599.log,Override/Inheritance,11,2,0,3,3,1,1,Catch2
test_599.log,Syntactic,11,2,0,3,3,1,1,Catch2
test_501.log,Abstract-Type Instantiation,4,1,0,1,1,0,1,Catch2
test_636.log,Symbol/Lookup,3,1,0,1,0,0,0,Catch2
test_322.log,Syntactic,5,1,0,1,1,0,0,Catch2
test_322.log,Constexpr/Enum/Assert/Literal,5,1,0,1,1,0,0,Catch2
test_590.log,PASS,5,1,0,1,1,4,1,Catch2
test_681.log,PASS,6,2,1,1,1,0,0,Catch2
test_450.log,PASS,7,1,0,0,0,1,3,Catch2
test_32.log,Incomplete Type,5,1,0,2,2,1,0,Catch2
test_32.log,Symbol/Lookup,5,1,0,2,2,1,0,Catch2
test_215.log,Type Conversion/Reference Binding,6,2,0,2,2,0,0,Catch2
test_519.log,Symbol/Lookup,11,1,1,1,1,0,2,Catch2
test_519.log,Override/Inheritance,11,1,1,1,1,0,2,Catch2
test_519.log,Construction/Initialization,11,1,1,1,1,0,2,Catch2
test_519.log,Syntactic,11,1,1,1,1,0,2,Catch2
test_44.log,PASS,4,1,0,0,0,2,1,Catch2
test_874.log,Symbol/Lookup,11,2,1,1,1,0,5,Catch2
test_874.log,Incomplete Type,11,2,1,1,1,0,5,Catch2
test_874.log,Construction/Initialization,11,2,1,1,1,0,5,Catch2
test_1051.log,PASS,6,1,0,3,3,0,0,Catch2
test_606.log,PASS,6,1,0,1,0,0,0,Catch2
test_90.log,Override/Inheritance,15,3,2,2,2,0,1,Catch2
test_90.log,Lexical,15,3,2,2,2,0,1,Catch2
test_657.log,PASS,4,1,0,1,0,0,0,Catch2
test_129.log,Symbol/Lookup,6,3,1,2,2,0,0,Catch2
test_129.log,Override/Inheritance,6,3,1,2,2,0,0,Catch2
test_129.log,Access Control,6,3,1,2,2,0,0,Catch2
test_129.log,Syntactic,6,3,1,2,2,0,0,Catch2
test_477.log,PASS,4,2,0,2,1,1,2,Catch2
test_33.log,Symbol/Lookup,4,1,0,2,2,1,1,Catch2
test_33.log,Incomplete Type,4,1,0,2,2,1,1,Catch2
test_661.log,Lexical,20,4,0,2,2,0,0,Catch2
test_53.log,Symbol/Lookup,3,1,0,1,1,0,0,Catch2
test_914.log,Symbol/Lookup,9,2,1,1,1,0,4,Catch2
test_320.log,PASS,3,1,0,0,0,0,0,Catch2
test_1106.log,Templates/Generics,4,2,0,1,1,0,0,Catch2
test_1106.log,Functions/Call Resolution,4,2,0,1,1,0,0,Catch2
test_786.log,Symbol/Lookup,5,2,0,1,1,1,1,Catch2
test_786.log,Type Conversion/Reference Binding,5,2,0,1,1,1,1,Catch2
test_791.log,Type Conversion/Reference Binding,5,2,1,1,1,0,0,Catch2
test_305.log,PASS,3,1,0,0,0,9,0,Catch2
test_218.log,Symbol/Lookup,11,1,0,0,0,0,3,Catch2
test_218.log,Override/Inheritance,11,1,0,0,0,0,3,Catch2
test_218.log,Abstract-Type Instantiation,11,1,0,0,0,0,3,Catch2
test_648.log,Symbol/Lookup,5,1,0,0,0,0,1,Catch2
test_483.log,Symbol/Lookup,11,2,1,0,0,2,0,Catch2
test_608.log,PASS,1,1,0,2,0,0,0,Catch2
test_637.log,PASS,1,1,0,2,0,0,0,Catch2
test_551.log,Symbol/Lookup,3,1,0,1,1,1,0,Catch2
test_551.log,Access Control,3,1,0,1,1,1,0,Catch2
test_551.log,Abstract-Type Instantiation,3,1,0,1,1,1,0,Catch2
test_551.log,Syntactic,3,1,0,1,1,1,0,Catch2
test_974.log,Templates/Generics,5,1,0,1,1,0,0,Catch2
test_567.log,Symbol/Lookup,3,1,0,0,0,0,0,Catch2
test_567.log,Abstract-Type Instantiation,3,1,0,0,0,0,0,Catch2
test_484.log,Symbol/Lookup,15,3,2,1,0,0,2,Catch2
test_484.log,Override/Inheritance,15,3,2,1,0,0,2,Catch2
test_484.log,Operator/Call,15,3,2,1,0,0,2,Catch2
test_484.log,Syntactic,15,3,2,1,0,0,2,Catch2
test_792.log,Construction/Initialization,5,2,1,1,1,0,0,Catch2
test_792.log,Abstract-Type Instantiation,5,2,1,1,1,0,0,Catch2
test_4.log,PASS,4,2,0,1,1,7,0,Catch2
test_978.log,PASS,4,1,0,1,1,0,0,Catch2
test_408.log,PASS,4,2,1,0,0,5,0,Catch2
test_231.log,Symbol/Lookup,9,3,0,1,1,0,0,Catch2
test_815.log,Incomplete Type,6,2,1,1,1,0,2,Catch2
test_815.log,Type Conversion/Reference Binding,6,2,1,1,1,0,2,Catch2
test_815.log,Symbol/Lookup,6,2,1,1,1,0,2,Catch2
test_177.log,Construction/Initialization,9,5,2,1,1,3,0,Catch2
test_938.log,Symbol/Lookup,5,2,0,2,2,0,0,Catch2
test_938.log,Override/Inheritance,5,2,0,2,2,0,0,Catch2
test_938.log,Abstract-Type Instantiation,5,2,0,2,2,0,0,Catch2
test_938.log,Syntactic,5,2,0,2,2,0,0,Catch2
test_532.log,Symbol/Lookup,5,1,1,0,0,6,1,Catch2
test_532.log,Syntactic,5,1,1,0,0,6,1,Catch2
test_383.log,Symbol/Lookup,1,1,0,0,0,0,0,Catch2
test_383.log,Override/Inheritance,1,1,0,0,0,0,0,Catch2
test_383.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,Catch2
test_383.log,Syntactic,1,1,0,0,0,0,0,Catch2
test_591.log,PASS,3,1,0,1,0,3,0,Catch2
test_784.log,Override/Inheritance,7,1,0,1,1,0,3,Catch2
test_784.log,This/Non-Static Member/Using Misuse,7,1,0,1,1,0,3,Catch2
test_784.log,Incomplete Type,7,1,0,1,1,0,3,Catch2
test_784.log,Construction/Initialization,7,1,0,1,1,0,3,Catch2
test_784.log,Deleted/Special Member,7,1,0,1,1,0,3,Catch2
test_918.log,Symbol/Lookup,5,1,0,0,0,0,0,Catch2
test_918.log,Templates/Generics,5,1,0,0,0,0,0,Catch2
test_918.log,Override/Inheritance,5,1,0,0,0,0,0,Catch2
test_918.log,Syntactic,5,1,0,0,0,0,0,Catch2
test_321.log,Type Conversion/Reference Binding,10,3,1,0,0,0,0,Catch2
test_321.log,Access Control,10,3,1,0,0,0,0,Catch2
test_57.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,Catch2
test_1052.log,Symbol/Lookup,6,1,0,1,1,0,0,Catch2
test_1052.log,Override/Inheritance,6,1,0,1,1,0,0,Catch2
test_1052.log,Construction/Initialization,6,1,0,1,1,0,0,Catch2
test_1052.log,Syntactic,6,1,0,1,1,0,0,Catch2
test_435.log,Symbol/Lookup,3,1,0,0,0,0,1,Catch2
test_240.log,PASS,3,1,0,1,1,0,0,Catch2
test_582.log,Construction/Initialization,3,1,0,0,0,0,0,Catch2
test_80.log,Symbol/Lookup,4,1,0,1,1,0,0,Catch2
test_403.log,This/Non-Static Member/Using Misuse,1,1,0,0,0,0,1,Catch2
test_785.log,Incomplete Type,16,3,0,1,1,0,2,Catch2
test_785.log,Override/Inheritance,16,3,0,1,1,0,2,Catch2
test_785.log,Construction/Initialization,16,3,0,1,1,0,2,Catch2
test_607.log,PASS,6,1,0,1,0,0,0,Catch2
test_994.log,Lexical,6,1,0,3,3,0,0,Catch2
test_601.log,PASS,1,1,0,0,0,0,0,Catch2
test_1102.log,Incomplete Type,8,2,0,1,1,0,0,Catch2
test_1102.log,Symbol/Lookup,8,2,0,1,1,0,0,Catch2
test_979.log,Abstract-Type Instantiation,4,1,0,2,2,0,0,Catch2
test_979.log,Syntactic,4,1,0,2,2,0,0,Catch2
test_110.log,Symbol/Lookup,1,1,0,0,0,1,0,Catch2
test_110.log,Override/Inheritance,1,1,0,0,0,1,0,Catch2
test_110.log,Syntactic,1,1,0,0,0,1,0,Catch2
test_417.log,Symbol/Lookup,3,1,0,2,2,0,0,Catch2
test_301.log,Symbol/Lookup,3,1,0,0,0,7,0,Catch2
test_301.log,Construction/Initialization,3,1,0,0,0,7,0,Catch2
test_149.log,Lexical,7,2,1,3,2,0,0,Catch2
test_88.log,Symbol/Lookup,12,3,2,2,2,0,1,Catch2
test_88.log,Override/Inheritance,12,3,2,2,2,0,1,Catch2
test_88.log,Lexical,12,3,2,2,2,0,1,Catch2
test_88.log,Syntactic,12,3,2,2,2,0,1,Catch2
test_189.log,PASS,1,1,1,0,0,0,0,Catch2
test_445.log,Symbol/Lookup,1,1,0,0,0,5,0,Catch2
test_445.log,Override/Inheritance,1,1,0,0,0,5,0,Catch2
test_445.log,Syntactic,1,1,0,0,0,5,0,Catch2
test_328.log,PASS,3,1,0,0,0,0,0,Catch2
test_783.log,Symbol/Lookup,64,23,2,1,1,0,12,Catch2
test_783.log,Construction/Initialization,64,23,2,1,1,0,12,Catch2
test_783.log,Access Control,64,23,2,1,1,0,12,Catch2
test_783.log,Deleted/Special Member,64,23,2,1,1,0,12,Catch2
test_233.log,Symbol/Lookup,9,3,0,1,1,0,0,Catch2
test_233.log,Qualifier/Specifier Missuse,9,3,0,1,1,0,0,Catch2
test_233.log,Functions/Call Resolution,9,3,0,1,1,0,0,Catch2
test_25.log,Deleted/Special Member,4,1,0,0,0,0,0,Catch2
test_25.log,This/Non-Static Member/Using Misuse,4,1,0,0,0,0,0,Catch2
test_485.log,PASS,6,1,0,0,0,0,0,Catch2
test_487.log,PASS,3,3,0,1,1,4,0,Catch2
test_209.log,Symbol/Lookup,3,1,0,1,0,0,0,Catch2
test_864.log,Incomplete Type,3,1,0,0,0,0,0,Catch2
test_864.log,Symbol/Lookup,3,1,0,0,0,0,0,Catch2
test_864.log,Construction/Initialization,3,1,0,0,0,0,0,Catch2
test_864.log,Deleted/Special Member,3,1,0,0,0,0,0,Catch2
test_154.log,Symbol/Lookup,4,3,1,5,5,0,0,Catch2
test_154.log,Override/Inheritance,4,3,1,5,5,0,0,Catch2
test_154.log,Syntactic,4,3,1,5,5,0,0,Catch2
test_365.log,Type Conversion/Reference Binding,1,1,1,0,0,0,0,Catch2
test_183.log,Symbol/Lookup,9,5,2,1,1,0,0,Catch2
test_269.log,Symbol/Lookup,3,1,0,1,0,0,0,Catch2
test_1095.log,Symbol/Lookup,6,2,0,1,1,0,0,Catch2
test_1095.log,Override/Inheritance,6,2,0,1,1,0,0,Catch2
test_1095.log,Abstract-Type Instantiation,6,2,0,1,1,0,0,Catch2
test_1095.log,Syntactic,6,2,0,1,1,0,0,Catch2
test_708.log,Symbol/Lookup,3,1,0,1,0,0,0,Catch2
test_708.log,Override/Inheritance,3,1,0,1,0,0,0,Catch2
test_708.log,Constexpr/Enum/Assert/Literal,3,1,0,1,0,0,0,Catch2
test_708.log,Syntactic,3,1,0,1,0,0,0,Catch2
test_199.log,Incomplete Type,10,3,1,1,0,0,2,Catch2
test_394.log,Symbol/Lookup,4,1,0,1,1,0,0,Catch2
test_394.log,Override/Inheritance,4,1,0,1,1,0,0,Catch2
test_394.log,Operator/Call,4,1,0,1,1,0,0,Catch2
test_394.log,Syntactic,4,1,0,1,1,0,0,Catch2
test_557.log,Override/Inheritance,3,1,0,0,0,0,0,Catch2
test_557.log,Type Redefinition/Redeclaration,3,1,0,0,0,0,0,Catch2
test_600.log,PASS,4,2,0,1,1,1,1,Catch2
test_130.log,Syntactic,5,2,1,2,2,0,0,Catch2
test_102.log,PASS,5,1,0,2,2,0,1,Catch2
test_782.log,Lexical,4,1,0,1,1,0,1,Catch2
test_749.log,Incomplete Type,3,1,0,0,0,0,0,Catch2
test_749.log,Construction/Initialization,3,1,0,0,0,0,0,Catch2
test_602.log,PASS,4,1,0,1,1,1,0,Catch2
test_174.log,Symbol/Lookup,5,2,1,2,2,0,0,Catch2
test_174.log,Override/Inheritance,5,2,1,2,2,0,0,Catch2
test_174.log,Functions/Call Resolution,5,2,1,2,2,0,0,Catch2
test_174.log,Abstract-Type Instantiation,5,2,1,2,2,0,0,Catch2
test_174.log,Qualifier/Specifier Missuse,5,2,1,2,2,0,0,Catch2
test_174.log,Syntactic,5,2,1,2,2,0,0,Catch2
test_698.log,PASS,4,2,0,2,2,0,0,Catch2
test_127.log,Symbol/Lookup,6,5,0,2,2,0,0,Catch2
test_127.log,Templates/Generics,6,5,0,2,2,0,0,Catch2
test_127.log,Qualifier/Specifier Missuse,6,5,0,2,2,0,0,Catch2
test_127.log,Syntactic,6,5,0,2,2,0,0,Catch2
test_131.log,Override/Inheritance,5,2,1,0,0,0,0,Catch2
test_131.log,Type Redefinition/Redeclaration,5,2,1,0,0,0,0,Catch2
test_70.log,PASS,1,1,0,0,0,0,0,Catch2
test_481.log,PASS,3,3,0,1,1,1,1,Catch2
test_896.log,Symbol/Lookup,5,2,1,1,0,0,0,Catch2
test_896.log,Override/Inheritance,5,2,1,1,0,0,0,Catch2
test_896.log,Construction/Initialization,5,2,1,1,0,0,0,Catch2
test_896.log,Syntactic,5,2,1,1,0,0,0,Catch2
test_363.log,Lexical,4,2,0,0,0,0,0,Catch2
test_660.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,Catch2
test_768.log,Symbol/Lookup,13,3,1,1,1,0,4,Catch2
test_768.log,Override/Inheritance,13,3,1,1,1,0,4,Catch2
test_768.log,Incomplete Type,13,3,1,1,1,0,4,Catch2
test_768.log,Construction/Initialization,13,3,1,1,1,0,4,Catch2
test_768.log,Type Conversion/Reference Binding,13,3,1,1,1,0,4,Catch2
test_768.log,Access Control,13,3,1,1,1,0,4,Catch2
test_312.log,Symbol/Lookup,3,1,0,0,0,0,0,Catch2
test_312.log,Construction/Initialization,3,1,0,0,0,0,0,Catch2
test_107.log,Symbol/Lookup,5,3,0,1,1,0,0,Catch2
test_107.log,Override/Inheritance,5,3,0,1,1,0,0,Catch2
test_107.log,Operator/Call,5,3,0,1,1,0,0,Catch2
test_107.log,Qualifier/Specifier Missuse,5,3,0,1,1,0,0,Catch2
test_107.log,Syntactic,5,3,0,1,1,0,0,Catch2
test_813.log,Incomplete Type,3,1,0,1,1,0,1,Catch2
test_813.log,Symbol/Lookup,3,1,0,1,1,0,1,Catch2
test_100.log,Symbol/Lookup,5,1,0,2,2,0,1,Catch2
test_100.log,Lexical,5,1,0,2,2,0,1,Catch2
test_140.log,Deleted/Special Member,15,3,1,0,0,0,0,Catch2
test_319.log,PASS,4,1,0,1,1,0,0,Catch2
test_234.log,Type Conversion/Reference Binding,3,1,0,0,0,0,0,Catch2
test_891.log,Symbol/Lookup,2,2,0,1,1,0,0,Catch2
test_891.log,Qualifier/Specifier Missuse,2,2,0,1,1,0,0,Catch2
test_891.log,Abstract-Type Instantiation,2,2,0,1,1,0,0,Catch2
test_395.log,Construction/Initialization,4,1,0,1,1,0,0,Catch2
test_387.log,Abstract-Type Instantiation,4,1,0,0,0,0,0,Catch2
test_1090.log,Lexical,16,3,1,2,2,0,0,Catch2
test_422.log,Symbol/Lookup,3,1,0,0,0,0,0,Catch2
test_422.log,Type Conversion/Reference Binding,3,1,0,0,0,0,0,Catch2
test_1013.log,Lexical,3,2,0,2,2,2,2,Catch2
test_546.log,Symbol/Lookup,8,2,0,1,1,0,0,Catch2
test_546.log,Syntactic,8,2,0,1,1,0,0,Catch2
test_807.log,Symbol/Lookup,6,2,1,1,1,0,0,Catch2
test_807.log,Construction/Initialization,6,2,1,1,1,0,0,Catch2
test_807.log,Abstract-Type Instantiation,6,2,1,1,1,0,0,Catch2
test_1087.log,Incomplete Type,5,2,0,1,1,0,0,Catch2
test_1087.log,Qualifier/Specifier Missuse,5,2,0,1,1,0,0,Catch2
test_1087.log,Symbol/Lookup,5,2,0,1,1,0,0,Catch2
test_605.log,Symbol/Lookup,13,5,2,2,2,0,3,Catch2
test_605.log,Override/Inheritance,13,5,2,2,2,0,3,Catch2
test_605.log,Syntactic,13,5,2,2,2,0,3,Catch2
test_605.log,Incomplete Type,13,5,2,2,2,0,3,Catch2
test_605.log,Type Conversion/Reference Binding,13,5,2,2,2,0,3,Catch2
test_605.log,Access Control,13,5,2,2,2,0,3,Catch2
test_860.log,Symbol/Lookup,10,1,0,1,1,1,0,Catch2
test_860.log,Abstract-Type Instantiation,10,1,0,1,1,1,0,Catch2
test_860.log,Incomplete Type,10,1,0,1,1,1,0,Catch2
test_860.log,Construction/Initialization,10,1,0,1,1,1,0,Catch2
test_860.log,Type Conversion/Reference Binding,10,1,0,1,1,1,0,Catch2
test_861.log,Construction/Initialization,6,2,0,1,1,0,0,Catch2
test_404.log,PASS,5,1,0,1,1,0,1,Catch2
test_905.log,Override/Inheritance,15,5,3,3,2,0,1,Catch2
test_905.log,Functions/Call Resolution,15,5,3,3,2,0,1,Catch2
test_905.log,This/Non-Static Member/Using Misuse,15,5,3,3,2,0,1,Catch2
test_163.log,Type Conversion/Reference Binding,6,4,1,2,2,0,0,Catch2
test_85.log,Syntactic,4,1,0,1,1,0,0,Catch2
test_85.log,Symbol/Lookup,4,1,0,1,1,0,0,Catch2
test_85.log,Constexpr/Enum/Assert/Literal,4,1,0,1,1,0,0,Catch2
test_843.log,Functions/Call Resolution,4,1,0,1,1,0,3,Catch2
test_937.log,Symbol/Lookup,5,2,0,3,3,0,0,Catch2
test_937.log,Override/Inheritance,5,2,0,3,3,0,0,Catch2
test_937.log,Construction/Initialization,5,2,0,3,3,0,0,Catch2
test_937.log,Syntactic,5,2,0,3,3,0,0,Catch2
test_380.log,Symbol/Lookup,6,1,0,2,2,0,0,Catch2
test_380.log,Override/Inheritance,6,1,0,2,2,0,0,Catch2
test_380.log,Functions/Call Resolution,6,1,0,2,2,0,0,Catch2
test_380.log,Qualifier/Specifier Missuse,6,1,0,2,2,0,0,Catch2
test_380.log,Syntactic,6,1,0,2,2,0,0,Catch2
test_380.log,Incomplete Type,6,1,0,2,2,0,0,Catch2
test_87.log,Syntactic,7,2,1,1,1,0,0,Catch2
test_87.log,Constexpr/Enum/Assert/Literal,7,2,1,1,1,0,0,Catch2
test_87.log,Symbol/Lookup,7,2,1,1,1,0,0,Catch2
test_87.log,Type Redefinition/Redeclaration,7,2,1,1,1,0,0,Catch2
test_1085.log,Incomplete Type,7,2,0,1,1,0,0,Catch2
test_1085.log,Access Control,7,2,0,1,1,0,0,Catch2
test_203.log,PASS,3,1,0,2,1,0,0,Catch2
test_156.log,Symbol/Lookup,4,2,1,1,1,0,0,Catch2
test_156.log,Override/Inheritance,4,2,1,1,1,0,0,Catch2
test_156.log,Syntactic,4,2,1,1,1,0,0,Catch2
test_106.log,Symbol/Lookup,5,1,0,1,1,0,0,Catch2
test_701.log,Symbol/Lookup,6,1,0,1,1,0,0,Catch2
test_701.log,Override/Inheritance,6,1,0,1,1,0,0,Catch2
test_701.log,Functions/Call Resolution,6,1,0,1,1,0,0,Catch2
test_701.log,Syntactic,6,1,0,1,1,0,0,Catch2
test_105.log,Symbol/Lookup,22,2,1,2,2,0,0,Catch2
test_633.log,Incomplete Type,26,10,2,2,2,1,3,Catch2
test_633.log,Override/Inheritance,26,10,2,2,2,1,3,Catch2
test_633.log,Functions/Call Resolution,26,10,2,2,2,1,3,Catch2
test_633.log,Symbol/Lookup,26,10,2,2,2,1,3,Catch2
test_104.log,Symbol/Lookup,3,1,0,2,2,0,0,Catch2
test_722.log,Symbol/Lookup,1,1,0,0,0,0,0,Catch2
test_722.log,Deleted/Special Member,1,1,0,0,0,0,0,Catch2
test_612.log,PASS,16,3,1,2,2,1,2,Catch2
test_688.log,PASS,40,9,3,1,1,1,4,Catch2
test_736.log,Symbol/Lookup,1,1,0,0,0,0,0,Catch2
test_736.log,Override/Inheritance,1,1,0,0,0,0,0,Catch2
test_736.log,Syntactic,1,1,0,0,0,0,0,Catch2
test_362.log,Access Control,7,4,0,1,1,0,0,Catch2
test_362.log,Abstract-Type Instantiation,7,4,0,1,1,0,0,Catch2
test_40.log,Symbol/Lookup,5,1,0,1,0,0,0,Catch2
test_40.log,Construction/Initialization,5,1,0,1,0,0,0,Catch2
test_40.log,Syntactic,5,1,0,1,0,0,0,Catch2
test_999.log,Incomplete Type,5,1,0,0,0,1,2,Catch2
test_357.log,Construction/Initialization,3,1,0,0,0,0,0,Catch2
test_769.log,Syntactic,9,2,1,1,1,0,0,Catch2
test_769.log,Incomplete Type,9,2,1,1,1,0,0,Catch2
test_769.log,Templates/Generics,9,2,1,1,1,0,0,Catch2
test_769.log,Lexical,9,2,1,1,1,0,0,Catch2
test_769.log,Constexpr/Enum/Assert/Literal,9,2,1,1,1,0,0,Catch2
test_159.log,Symbol/Lookup,7,3,1,2,2,0,0,Catch2
test_159.log,Override/Inheritance,7,3,1,2,2,0,0,Catch2
test_159.log,Syntactic,7,3,1,2,2,0,0,Catch2
test_613.log,Symbol/Lookup,8,5,0,2,2,1,7,Catch2
